a,b,c,d
56.5,64.8,290.8,-64.74690265486726
48.9,36.2,231.8,-36.13865030674847
95.5,78.2,460.2,-78.16858638743456
67.8,11.0,282.2,-10.955752212389381
48.0,38.4,230.4,-38.3375
19.7,83.5,162.3,-83.34771573604061
66.8,31.4,298.59999999999997,-31.35508982035928
28.1,14.4,126.80000000000001,-14.293238434163701
50.3,84.7,285.9,-84.6403578528827
76.4,18.5,324.1,-18.460732984293195
92.4,91.9,461.5,-91.86753246753247
86.9,18.0,365.6,-17.965477560414268
66.4,37.9,303.5,-37.85481927710843
53.3,89.3,302.5,-89.2437148217636
59.0,46.0,282.0,-45.94915254237288
84.2,74.9,411.70000000000005,-74.8643705463183
47.3,27.9,217.1,-27.836575052854123
74.2,13.7,310.5,-13.659568733153638
30.8,46.0,169.2,-45.9025974025974
60.4,82.9,324.5,-82.85033112582782
3.7,20.3,35.1,-19.48918918918919
80.0,42.0,362.0,-41.9625
39.9,69.3,228.89999999999998,-69.22481203007519
53.7,70.8,285.6,-70.74413407821228
59.5,8.5,246.5,-8.449579831932773
74.2,11.2,308.0,-11.159568733153638
73.5,44.5,338.5,-44.45918367346939
16.3,17.7,82.9,-17.5159509202454
10.1,22.0,62.4,-21.702970297029704
94.9,59.1,438.70000000000005,-59.068387776606954
79.0,59.6,375.6,-59.562025316455696
54.6,11.4,229.8,-11.345054945054946
79.9,66.6,386.20000000000005,-66.5624530663329
74.7,96.3,395.1,-96.25983935742971
92.2,25.1,393.90000000000003,-25.067462039045555
74.1,67.8,364.2,-67.75951417004049
50.4,42.6,244.2,-42.54047619047619
24.6,82.5,180.9,-82.3780487804878
23.4,62.5,156.1,-62.37179487179487
84.4,96.1,433.70000000000005,-96.06445497630331
68.0,54.4,326.4,-54.35588235294117
2.5,87.5,97.5,-86.3
46.6,3.6,190.0,-3.5356223175965664
10.4,68.6,110.19999999999999,-68.31153846153846
68.6,58.5,332.9,-58.45626822157434
63.7,73.4,328.20000000000005,-73.35290423861854
76.9,57.4,365.0,-57.36098829648895
72.3,82.0,371.2,-81.95850622406638
23.8,1.4,96.60000000000001,-1.2739495798319327
14.1,91.3,147.7,-91.08723404255319
61.3,61.3,306.5,-61.2510603588907
30.2,90.4,211.2,-90.30066225165564
56.8,66.2,293.4,-66.14718309859155
14.6,20.2,78.6,-19.994520547945204
70.4,86.3,367.90000000000003,-86.25738636363636
52.7,75.2,286.0,-75.14307400379506
92.9,92.6,464.20000000000005,-92.56770721205596
91.9,24.9,392.5,-24.867355821545157
11.3,62.3,107.5,-62.03451327433628
37.7,53.2,204.0,-53.12042440318303
70.1,55.6,336.0,-55.557203994293864
65.3,6.5,267.7,-6.45405819295559
39.1,80.8,237.2,-80.723273657289
38.8,85.2,240.39999999999998,-85.12268041237114
78.5,7.7,321.7,-7.661783439490446
84.2,38.9,375.7,-38.86437054631829
99.6,85.5,483.9,-85.46987951807229
24.6,13.3,111.7,-13.178048780487806
99.0,27.5,423.5,-27.46969696969697
96.9,95.6,483.20000000000005,-95.56904024767802
61.3,54.2,299.4,-54.1510603588907
57.2,12.0,240.8,-11.947552447552448
7.3,36.9,66.1,-36.48904109589041
30.0,81.7,201.7,-81.60000000000001
52.9,83.3,294.9,-83.24328922495273
56.4,70.7,296.3,-70.6468085106383
87.3,24.6,373.8,-24.565635738831617
34.6,30.6,169.0,-30.513294797687863
93.6,4.2,378.59999999999997,-4.167948717948718
38.5,55.9,209.9,-55.82207792207792
74.9,26.8,326.40000000000003,-26.759946595460615
9.9,34.3,73.9,-33.99696969696969
86.7,74.1,420.9,-74.06539792387542
88.8,22.8,378.0,-22.76621621621622
65.1,33.6,294.0,-33.55391705069125
58.5,72.5,306.5,-72.44871794871794
11.5,97.3,143.3,-97.0391304347826
44.0,77.3,253.3,-77.23181818181818
72.8,78.9,370.1,-78.85879120879122
56.6,18.7,245.1,-18.646996466431094
57.8,15.3,246.5,-15.24809688581315
6.6,64.9,91.30000000000001,-64.44545454545455
59.3,64.1,301.29999999999995,-64.0494097807757
91.3,26.3,391.5,-26.2671412924425
62.6,44.7,295.1,-44.652076677316295
57.9,94.5,326.1,-94.44818652849742
99.8,77.8,477.0,-77.76993987975952
32.2,13.0,141.8,-12.906832298136646
87.0,54.8,402.8,-54.76551724137931
67.2,5.7,274.5,-5.655357142857143
21.1,49.2,133.60000000000002,-49.05781990521327
29.9,9.6,129.2,-9.499665551839465
88.5,51.3,405.3,-51.26610169491525
13.8,99.8,155.0,-99.58260869565217
67.2,4.2,273.0,-4.155357142857143
20.3,80.7,161.9,-80.55221674876847
5.5,80.2,102.2,-79.65454545454546
19.0,93.9,169.9,-93.7421052631579
95.0,29.6,409.6,-29.56842105263158
60.6,19.9,262.3,-19.85049504950495
51.6,17.1,223.5,-17.04186046511628
68.1,35.9,308.29999999999995,-35.85594713656388
10.1,17.7,58.099999999999994,-17.402970297029704
81.6,61.6,388.0,-61.563235294117646
91.8,15.1,382.3,-15.067320261437908
3.5,68.2,82.2,-67.34285714285714
67.5,22.3,292.3,-22.255555555555556
31.5,52.9,178.9,-52.804761904761904
21.4,96.5,182.1,-96.35981308411215
64.7,51.8,310.6,-51.75363214837712
85.4,29.5,371.1,-29.46487119437939
70.9,33.8,317.40000000000003,-33.757686882933704
46.4,34.0,219.6,-33.935344827586206
34.0,15.4,151.4,-15.311764705882354
33.8,38.0,173.2,-37.9112426035503
7.3,29.0,58.2,-28.589041095890412
91.6,49.9,416.29999999999995,-49.86724890829694
71.6,8.7,295.09999999999997,-8.658100558659218
65.8,13.1,276.3,-13.054407294832826
30.7,19.5,142.3,-19.40228013029316
1.2,38.1,42.9,-35.6
18.9,22.2,97.8,-22.04126984126984
91.5,80.9,446.9,-80.86721311475411
48.6,81.2,275.6,-81.13827160493827
48.3,37.6,230.79999999999998,-37.53788819875776
29.6,93.5,211.9,-93.39864864864865
41.8,67.8,235.0,-67.72822966507177
3.3,17.0,30.2,-16.09090909090909
41.9,67.2,234.8,-67.12840095465394
50.5,15.9,217.9,-15.840594059405941
43.8,66.0,241.2,-65.93150684931507
55.7,11.3,234.10000000000002,-11.246140035906643
44.4,22.7,200.29999999999998,-22.63243243243243
28.2,86.7,199.5,-86.5936170212766
77.1,47.2,355.59999999999997,-47.16108949416343
95.2,57.2,438.0,-57.168487394957985
1.9,44.8,52.4,-43.22105263157894
49.8,3.5,202.7,-3.4397590361445785
28.4,16.7,130.29999999999998,-16.5943661971831
87.8,58.2,409.4,-58.16583143507973
14.0,13.5,69.5,-13.285714285714286
3.2,20.1,32.900000000000006,-19.1625
77.2,82.3,391.1,-82.26113989637305
10.3,20.6,61.800000000000004,-20.30873786407767
66.4,14.5,280.1,-14.454819277108435
53.3,95.7,308.9,-95.64371482176361
68.9,21.4,297.0,-21.356458635703916
9.3,97.0,134.2,-96.6774193548387
54.7,41.1,259.90000000000003,-41.045155393053015
6.0,88.6,112.6,-88.1
7.6,34.1,64.5,-33.70526315789474
64.3,87.9,345.1,-87.8533437013997
39.1,84.2,240.60000000000002,-84.123273657289
81.2,78.7,403.5,-78.66305418719212
70.8,78.5,361.7,-78.45762711864407
94.5,49.2,427.2,-49.16825396825397
9.0,50.3,86.3,-49.96666666666666
75.6,57.2,359.59999999999997,-57.160317460317465
68.2,60.9,333.7,-60.856011730205275
53.9,91.0,306.6,-90.9443413729128
91.8,33.7,400.9,-33.66732026143791
20.7,10.8,93.6,-10.655072463768116
65.5,59.4,321.4,-59.354198473282445
23.3,64.8,158.0,-64.67124463519313
98.4,73.4,467.0,-73.36951219512196
29.7,14.5,133.3,-14.3989898989899
20.4,25.8,107.39999999999999,-25.652941176470588
1.2,88.3,93.1,-85.8
50.2,23.6,224.4,-23.540239043824702
63.8,58.6,313.8,-58.55297805642633
5.7,99.8,122.6,-99.27368421052631
31.6,93.6,220.0,-93.50506329113924
15.5,44.6,106.6,-44.406451612903226
58.6,65.5,299.9,-65.44880546075085
81.5,83.3,409.3,-83.26319018404908
88.9,6.2,361.8,-6.166254218222722
30.3,5.0,126.2,-4.900990099009901
39.5,19.0,177.0,-18.924050632911392
48.5,82.6,276.6,-82.5381443298969
25.3,24.0,125.2,-23.881422924901187
59.4,31.5,269.1,-31.449494949494948
41.9,64.2,231.8,-64.12840095465394
18.5,69.1,143.1,-68.93783783783783
81.0,14.5,338.5,-14.462962962962964
34.9,4.4,144.0,-4.314040114613181
39.5,34.4,192.4,-34.324050632911394
93.6,45.1,419.5,-45.06794871794872
83.8,82.8,418.0,-82.76420047732697
18.1,48.5,120.9,-48.33425414364641
49.9,97.2,296.8,-97.13987975951905
71.8,13.1,300.3,-13.058217270194985
6.1,73.6,98.0,-73.10819672131147
95.6,10.6,393.0,-10.568619246861925
93.2,31.9,404.7,-31.867811158798283
50.8,56.6,259.8,-56.540944881889764
73.5,61.7,355.7,-61.65918367346939
86.7,3.0,349.8,-2.9653979238754324
10.8,87.0,130.2,-86.72222222222223
27.0,43.5,151.5,-43.388888888888886
99.9,71.7,471.3,-71.66996996996997
80.5,65.6,387.6,-65.56273291925466
44.7,34.6,213.4,-34.53288590604027
38.2,91.0,243.8,-90.92146596858639
13.4,31.2,84.8,-30.976119402985073
87.7,85.7,436.5,-85.66579247434436
94.6,88.1,466.5,-88.06828752642706
51.4,82.2,287.8,-82.14163424124514
84.0,11.8,347.8,-11.764285714285714
37.9,24.8,176.4,-24.72084432717678
75.8,50.2,353.4,-50.16042216358839
14.5,64.8,122.8,-64.59310344827585
80.8,7.3,330.5,-7.262871287128712
78.3,65.1,378.29999999999995,-65.06168582375479
39.4,79.3,236.89999999999998,-79.2238578680203
63.2,25.6,278.40000000000003,-25.552531645569623
76.9,90.2,397.8,-90.16098829648895
50.1,68.2,268.6,-68.14011976047904
65.9,41.1,304.70000000000005,-41.05447647951442
76.1,96.3,400.7,-96.26057818659658
67.6,32.0,302.4,-31.95562130177515
74.2,24.0,320.8,-23.959568733153638
13.4,19.2,72.8,-18.976119402985073
36.4,57.6,203.2,-57.51758241758242
15.4,64.8,126.4,-64.6051948051948
18.6,86.5,160.9,-86.33870967741936
74.1,4.0,300.4,-3.9595141700404857
6.5,82.2,108.2,-81.73846153846154
92.9,43.7,415.3,-43.66770721205598
81.2,19.8,344.6,-19.763054187192118
73.8,33.5,328.7,-33.459349593495936
80.9,91.1,414.70000000000005,-91.0629171817058
57.5,27.5,257.5,-27.44782608695652
52.3,43.3,252.5,-43.242638623326954
55.6,56.8,279.2,-56.746043165467626
36.9,46.9,194.5,-46.81869918699187
67.3,35.9,305.09999999999997,-35.855423476968795
96.8,5.7,392.9,-5.66900826446281
92.2,44.3,413.1,-44.26746203904555
5.3,20.7,41.9,-20.13396226415094
95.5,50.8,432.8,-50.76858638743455
95.6,66.0,448.4,-65.96861924686192
52.5,64.2,274.2,-64.14285714285714
77.0,67.6,375.6,-67.56103896103896
2.2,3.9,12.700000000000001,-2.536363636363636
78.0,30.1,342.1,-30.06153846153846
7.4,29.7,59.3,-29.294594594594592
31.9,90.3,217.89999999999998,-90.20595611285266
76.9,48.7,356.3,-48.66098829648895
42.9,65.4,237.0,-65.33006993006994
84.9,68.1,407.70000000000005,-68.06466431095406
34.1,69.1,205.5,-69.01202346041055
87.1,77.2,425.59999999999997,-77.16555683122847
5.9,98.6,122.19999999999999,-98.09152542372881
60.3,64.6,305.79999999999995,-64.5502487562189
50.4,94.9,296.5,-94.8404761904762
22.6,63.5,153.9,-63.36725663716814
11.1,38.7,83.1,-38.42972972972973
66.2,28.8,293.6,-28.754682779456193
42.9,89.7,261.3,-89.63006993006994
4.0,65.1,81.1,-64.35
41.8,71.4,238.6,-71.32822966507177
22.8,39.1,130.3,-38.968421052631584
76.7,20.3,327.1,-20.260886571056062
62.1,49.3,297.7,-49.251690821256034
21.6,20.1,106.5,-19.961111111111112
60.5,71.2,313.2,-71.1504132231405
12.8,33.3,84.5,-33.065625
48.2,7.3,200.10000000000002,-7.237759336099585
15.8,36.1,99.30000000000001,-35.91012658227848
62.0,24.1,272.1,-24.05161290322581
58.1,94.8,327.2,-94.74836488812392
30.4,56.9,178.5,-56.80131578947368
49.3,51.6,248.79999999999998,-51.53914807302231
60.9,67.3,310.9,-67.25073891625615
8.7,4.8,39.599999999999994,-4.455172413793103
61.4,14.1,259.7,-14.05114006514658
51.9,8.7,216.29999999999998,-8.642196531791907
14.6,33.8,92.19999999999999,-33.5945205479452
86.6,63.7,410.09999999999997,-63.66535796766744
47.2,94.7,283.5,-94.6364406779661
18.9,41.4,117.0,-41.24126984126984
87.0,65.7,413.7,-65.66551724137932
18.9,94.2,169.8,-94.04126984126984
36.4,37.9,183.5,-37.817582417582415
28.1,84.8,197.2,-84.6932384341637
99.3,71.2,468.4,-71.16978851963746
75.4,91.5,393.1,-91.46021220159152
21.1,65.0,149.4,-64.85781990521328
47.0,56.1,244.1,-56.03617021276596
82.5,89.7,419.7,-89.66363636363637
88.9,39.0,394.6,-38.96625421822272
21.2,2.2,87.0,-2.058490566037736
13.5,95.0,149.0,-94.77777777777777
29.8,66.9,186.10000000000002,-66.79932885906041
1.9,85.8,93.39999999999999,-84.22105263157894
64.8,8.1,267.3,-8.053703703703704
60.5,70.5,312.5,-70.4504132231405
1.6,47.7,54.1,-45.825
62.7,27.8,278.6,-27.752153110047846
39.2,87.4,244.20000000000002,-87.32346938775511
63.7,99.6,354.4,-99.55290423861852
89.1,18.0,374.4,-17.966329966329965
99.0,27.5,423.5,-27.46969696969697
29.3,95.9,213.10000000000002,-95.79761092150171
28.1,39.0,151.4,-38.8932384341637
16.8,35.3,102.5,-35.12142857142857
62.3,61.8,311.0,-61.75184590690208
89.1,94.5,450.9,-94.46632996632997
85.0,95.7,435.7,-95.66470588235295
91.0,38.1,402.1,-38.067032967032965
57.8,98.5,329.7,-98.44809688581314
25.4,84.6,186.2,-84.48188976377952
30.6,9.0,131.4,-8.901960784313726
59.7,8.9,247.70000000000002,-8.849748743718592
15.3,33.2,94.4,-33.003921568627455
5.8,8.1,31.299999999999997,-7.5827586206896544
41.0,62.9,226.9,-62.826829268292684
42.9,66.7,238.3,-66.63006993006994
88.6,87.4,441.79999999999995,-87.36613995485328
58.3,18.1,251.29999999999998,-18.048542024013724
54.9,43.0,262.6,-42.94535519125683
70.6,44.8,327.2,-44.75750708215297
7.5,49.1,79.1,-48.7
44.5,55.1,233.1,-55.03258426966292
94.2,19.3,396.1,-19.26815286624204
96.2,68.8,453.6,-68.76881496881497
36.0,59.5,203.5,-59.416666666666664
51.2,8.0,212.8,-7.94140625
24.3,4.8,102.0,-4.676543209876543
72.0,84.3,372.3,-84.25833333333333
63.5,11.2,265.2,-11.15275590551181
53.8,70.1,285.29999999999995,-70.04423791821561
8.3,3.1,36.300000000000004,-2.73855421686747
38.6,53.9,208.3,-53.822279792746116
27.1,95.2,203.60000000000002,-95.08929889298894
24.9,17.2,116.8,-17.079518072289154
95.7,26.1,408.90000000000003,-26.068652037617557
87.3,36.1,385.3,-36.06563573883162
3.2,38.1,50.900000000000006,-37.1625
49.4,58.8,256.4,-58.73927125506073
26.7,22.5,129.3,-22.3876404494382
48.7,79.5,274.3,-79.43839835728953
56.3,83.2,308.4,-83.14671403197158
31.1,67.0,191.4,-66.90353697749197
6.6,24.7,51.099999999999994,-24.245454545454546
43.9,20.7,196.29999999999998,-20.631662870159452
36.9,8.2,155.79999999999998,-8.118699186991869
31.3,83.7,208.9,-83.60415335463259
76.9,50.0,357.6,-49.96098829648895
64.3,59.0,316.2,-58.95334370139969
29.9,54.6,174.2,-54.49966555183946
45.5,55.0,237.0,-54.934065934065934
69.8,34.6,313.8,-34.557020057306595
42.2,28.7,197.5,-28.628909952606634
97.4,68.7,458.3,-68.66919917864476
81.2,99.9,424.70000000000005,-99.86305418719212
47.8,50.7,241.89999999999998,-50.63723849372385
94.4,75.7,453.3,-75.66822033898305
11.3,11.3,56.5,-11.034513274336284
65.6,50.6,313.0,-50.55426829268293
59.3,66.7,303.9,-66.64940978077571
16.3,93.5,158.7,-93.3159509202454
96.1,98.6,483.0,-98.5687825182102
52.2,72.5,281.3,-72.44252873563218
33.6,44.1,178.5,-44.010714285714286
72.5,2.5,292.5,-2.4586206896551723
41.9,85.6,253.2,-85.52840095465393
95.0,26.9,406.9,-26.86842105263158
80.2,9.9,330.7,-9.862593516209477
44.1,39.1,215.5,-39.03197278911565
91.0,79.7,443.7,-79.66703296703297
55.7,81.2,304.0,-81.14614003590664
2.4,46.7,56.300000000000004,-45.45
67.1,62.7,331.09999999999997,-62.65529061102832
77.6,20.5,330.9,-20.461340206185568
10.8,96.1,139.3,-95.82222222222222
81.7,56.7,383.5,-56.66328029375765
78.2,82.6,395.4,-82.5616368286445
51.0,13.4,217.4,-13.341176470588236
63.1,41.2,293.6,-41.15245641838352
80.3,68.5,389.7,-68.4626400996264
30.6,87.8,210.2,-87.70196078431373
69.3,5.7,282.9,-5.656709956709957
59.3,92.5,329.7,-92.44940978077571
54.4,79.5,297.1,-79.44485294117646
70.3,10.8,292.0,-10.757325746799431
40.7,14.3,177.10000000000002,-14.226289926289928
72.6,80.5,370.9,-80.45867768595042
66.1,18.5,282.9,-18.45461422087746
39.8,98.4,257.6,-98.3246231155779
65.5,12.0,274.0,-11.954198473282442
98.6,25.8,420.2,-25.769574036511155
54.6,88.5,306.9,-88.44505494505495
3.8,2.9,18.099999999999998,-2.110526315789474
35.4,18.9,160.5,-18.815254237288134
64.9,80.2,339.8,-80.1537750385208
1.1,53.1,57.5,-50.372727272727275
13.2,59.5,112.3,-59.27272727272727
65.2,46.1,306.90000000000003,-46.05398773006135
47.8,17.7,208.89999999999998,-17.63723849372385
62.0,60.6,308.6,-60.55161290322581
72.2,78.4,367.20000000000005,-78.35844875346261
23.9,32.8,128.39999999999998,-32.6744769874477
12.9,83.4,135.0,-83.16744186046512
67.6,81.9,352.29999999999995,-81.85562130177516
27.7,45.9,156.7,-45.791696750902524
43.4,65.9,239.5,-65.83087557603687
33.2,57.8,190.60000000000002,-57.709638554216866
76.4,86.2,391.8,-86.16073298429319
15.3,97.1,158.3,-96.90392156862744
73.0,65.7,357.7,-65.65890410958905
43.6,50.2,224.60000000000002,-50.13119266055046
68.1,49.8,322.2,-49.755947136563876
55.3,77.2,298.4,-77.14575045207957
34.0,23.3,159.3,-23.211764705882352
9.9,22.1,61.7,-21.796969696969697
63.0,63.2,315.2,-63.15238095238095
77.5,90.5,400.5,-90.46129032258065
33.3,2.1,135.29999999999998,-2.00990990990991
87.2,62.6,411.40000000000003,-62.565596330275234
86.7,99.1,445.9,-99.06539792387542
23.8,73.3,168.5,-73.17394957983193
99.6,77.3,475.7,-77.26987951807229
79.9,54.9,374.5,-54.86245306633292
80.0,79.1,399.1,-79.0625
67.8,14.8,286.0,-14.755752212389382
38.9,9.7,165.29999999999998,-9.622879177377891
12.4,36.7,86.30000000000001,-36.458064516129035
36.7,25.8,172.60000000000002,-25.71825613079019
81.8,96.0,423.2,-95.96332518337408
57.0,1.3,229.3,-1.2473684210526317
21.8,72.0,159.2,-71.86238532110092
14.8,23.1,82.30000000000001,-22.8972972972973
46.2,38.2,223.0,-38.13506493506494
88.5,64.4,418.4,-64.36610169491526
50.7,13.8,216.60000000000002,-13.740828402366864
23.5,42.7,136.7,-42.57234042553192
17.9,84.2,155.8,-84.03240223463688
3.8,26.5,41.7,-25.710526315789473
59.2,34.1,270.90000000000003,-34.049324324324324
59.0,15.8,251.8,-15.749152542372881
33.2,63.8,196.60000000000002,-63.709638554216866
64.4,31.5,289.1,-31.453416149068325
28.0,77.9,189.9,-77.79285714285714
42.1,29.3,197.70000000000002,-29.22874109263658
12.1,25.7,74.1,-25.45206611570248
57.1,85.7,314.1,-85.64746059544659
89.2,46.6,403.40000000000003,-46.56636771300449
42.5,6.0,176.0,-5.929411764705883
73.0,75.0,367.0,-74.95890410958904
26.6,84.5,190.9,-84.38721804511279
6.8,87.0,114.2,-86.55882352941177
89.6,40.2,398.59999999999997,-40.16651785714286
19.6,62.5,140.9,-62.3469387755102
83.7,79.0,413.8,-78.96415770609319
96.1,94.9,479.29999999999995,-94.86878251821021
96.0,22.7,406.7,-22.66875
59.4,48.0,285.6,-47.94949494949495
79.0,18.5,334.5,-18.462025316455698
83.9,40.4,376.0,-40.364243146603094
14.3,23.2,80.4,-22.99020979020979
78.6,43.1,357.5,-43.061832061068706
64.5,71.9,329.9,-71.85348837209303
31.6,32.2,158.60000000000002,-32.105063291139246
49.7,52.4,251.20000000000002,-52.33963782696177
44.4,34.3,211.89999999999998,-34.23243243243243
39.4,22.0,179.6,-21.923857868020306
64.6,19.1,277.5,-19.05356037151703
93.4,99.7,473.3,-99.66788008565311
96.2,1.5,386.3,-1.4688149688149688
74.2,43.5,340.3,-43.45956873315364
72.1,16.2,304.59999999999997,-16.158391123439667
51.0,92.3,296.3,-92.24117647058823
47.8,65.7,256.9,-65.63723849372386
19.1,16.5,92.9,-16.342931937172775
62.2,34.2,283.0,-34.15176848874599
34.4,77.0,214.6,-76.91279069767442
19.0,62.4,138.4,-62.242105263157896
71.7,10.6,297.40000000000003,-10.5581589958159
50.9,5.1,208.7,-5.041060903732809
22.0,48.8,136.8,-48.663636363636364
31.6,21.0,147.4,-20.90506329113924
5.5,62.3,84.3,-61.75454545454545
19.9,95.3,174.89999999999998,-95.14924623115577
55.7,57.1,279.90000000000003,-57.046140035906646
62.4,85.3,334.9,-85.25192307692308
47.9,92.2,283.8,-92.13736951983299
29.9,12.4,132.0,-12.299665551839466
14.8,83.0,142.2,-82.79729729729729
96.8,39.5,426.7,-39.46900826446281
66.0,86.2,350.2,-86.15454545454546
46.2,3.9,188.70000000000002,-3.835064935064935
9.9,1.6,41.2,-1.296969696969697
84.2,47.6,384.40000000000003,-47.564370546318294
8.4,82.2,115.80000000000001,-81.84285714285714
88.0,22.3,374.3,-22.26590909090909
94.1,9.7,386.09999999999997,-9.668119022316684
6.3,30.0,55.2,-29.523809523809526
34.0,42.8,178.8,-42.71176470588235
81.1,1.0,325.4,-0.9630086313193588
99.4,82.7,480.3,-82.66981891348088
31.3,62.1,187.3,-62.00415335463259
69.2,13.8,290.6,-13.756647398843931
74.1,8.8,305.2,-8.759514170040486
26.2,54.2,159.0,-54.08549618320611
60.9,31.9,275.5,-31.850738916256155
29.8,76.5,195.7,-76.3993288590604
54.3,57.7,274.9,-57.64475138121547
1.5,40.6,46.6,-38.6
33.9,20.8,156.4,-20.711504424778763
23.6,50.2,144.60000000000002,-50.0728813559322
82.1,40.1,368.5,-40.063459196102315
15.8,21.3,84.5,-21.110126582278482
22.1,50.4,138.8,-50.26425339366516
5.0,86.9,106.9,-86.30000000000001
66.1,4.0,268.4,-3.9546142208774584
83.3,32.8,366.0,-32.763985594237695
63.7,8.9,263.7,-8.852904238618525
96.8,23.8,411.0,-23.769008264462812
96.5,68.0,454.0,-67.96891191709845
33.2,2.7,135.5,-2.609638554216868
72.3,27.0,316.2,-26.95850622406639
24.3,53.7,150.9,-53.57654320987655
40.7,75.7,238.5,-75.62628992628993
100.0,93.2,493.2,-93.17
80.4,59.1,380.70000000000005,-59.06268656716418
70.2,54.1,334.90000000000003,-54.057264957264955
32.6,74.0,204.4,-73.9079754601227
57.4,35.2,264.8,-35.147735191637636
37.8,43.7,194.89999999999998,-43.62063492063492
21.3,19.3,104.5,-19.159154929577465
34.3,82.2,219.39999999999998,-82.11253644314868
12.6,23.9,74.3,-23.66190476190476
99.9,82.3,481.90000000000003,-82.26996996996996
86.4,65.9,411.5,-65.86527777777778
7.4,43.3,72.9,-42.894594594594594
12.4,99.8,149.4,-99.55806451612904
2.1,97.1,105.5,-95.67142857142856
17.2,48.7,117.5,-48.52558139534884
89.7,81.7,440.5,-81.66655518394649
83.3,51.4,384.59999999999997,-51.3639855942377
71.4,10.7,296.3,-10.65798319327731
49.0,95.1,291.1,-95.03877551020408
18.3,60.1,133.3,-59.93606557377049
58.2,99.3,332.1,-99.24845360824742
30.1,9.7,130.1,-9.60033222591362
49.6,77.7,276.1,-77.63951612903226
50.6,87.5,289.9,-87.4407114624506
37.9,87.6,239.2,-87.52084432717677
33.5,25.0,159.0,-24.91044776119403
76.9,64.7,372.3,-64.66098829648895
40.2,33.7,194.5,-33.62537313432836
30.7,44.8,167.6,-44.702280130293154
71.3,24.9,310.09999999999997,-24.85792426367461
26.2,44.9,149.7,-44.78549618320611
96.5,83.0,469.0,-82.96891191709845
55.2,24.8,245.60000000000002,-24.745652173913044
47.8,96.8,288.0,-96.73723849372385
57.0,81.0,309.0,-80.94736842105263
27.4,1.8,111.39999999999999,-1.6905109489051096
